condition,kind,block,endpoint,recorded_utc,power_source,battery_percent,load_1m,load_5m,load_15m,record
cse_dce/ssz,warmup,1,before,2026-09-15T09:40:23.214250+00:00,AC Power,87,2.92,3.05,3.27,owner_state/results/collect-20260915T094023087152Z/001-warmup-01-cse_dce-ssz-before.json
cse_dce/ssz,warmup,1,after,2026-09-15T09:40:32.277205+00:00,AC Power,87,3.66,3.2,3.32,owner_state/results/collect-20260915T094023087152Z/001-warmup-01-cse_dce-ssz-after.json
cse_dce/direct,warmup,1,before,2026-09-15T09:40:32.334460+00:00,AC Power,87,3.66,3.2,3.32,owner_state/results/collect-20260915T094023087152Z/002-warmup-01-cse_dce-direct-before.json
cse_dce/direct,warmup,1,after,2026-09-15T09:40:39.638113+00:00,AC Power,87,4.3,3.35,3.38,owner_state/results/collect-20260915T094023087152Z/002-warmup-01-cse_dce-direct-after.json
cse_dce/rlp,warmup,1,before,2026-09-15T09:40:39.702893+00:00,AC Power,87,4.3,3.35,3.38,owner_state/results/collect-20260915T094023087152Z/003-warmup-01-cse_dce-rlp-before.json
cse_dce/rlp,warmup,1,after,2026-09-15T09:40:48.453907+00:00,AC Power,87,4.35,3.38,3.39,owner_state/results/collect-20260915T094023087152Z/003-warmup-01-cse_dce-rlp-after.json
cse_dce/rlp,measured,1,before,2026-09-15T09:40:48.518283+00:00,AC Power,87,4.35,3.38,3.39,owner_state/results/collect-20260915T094023087152Z/004-measured-01-cse_dce-rlp-before.json
cse_dce/rlp,measured,1,after,2026-09-15T09:40:57.461018+00:00,AC Power,87,4.61,3.47,3.42,owner_state/results/collect-20260915T094023087152Z/004-measured-01-cse_dce-rlp-after.json
cse_dce/ssz,measured,1,before,2026-09-15T09:40:57.527119+00:00,AC Power,87,4.61,3.47,3.42,owner_state/results/collect-20260915T094023087152Z/005-measured-01-cse_dce-ssz-before.json
cse_dce/ssz,measured,1,after,2026-09-15T09:41:06.462590+00:00,AC Power,87,4.36,3.45,3.41,owner_state/results/collect-20260915T094023087152Z/005-measured-01-cse_dce-ssz-after.json
cse_dce/direct,measured,1,before,2026-09-15T09:41:06.528331+00:00,AC Power,87,4.36,3.45,3.41,owner_state/results/collect-20260915T094023087152Z/006-measured-01-cse_dce-direct-before.json
cse_dce/direct,measured,1,after,2026-09-15T09:41:14.143847+00:00,AC Power,87,5.1,3.65,3.48,owner_state/results/collect-20260915T094023087152Z/006-measured-01-cse_dce-direct-after.json
cse_dce/direct,measured,2,before,2026-09-15T09:41:14.210554+00:00,AC Power,87,5.1,3.65,3.48,owner_state/results/collect-20260915T094023087152Z/007-measured-02-cse_dce-direct-before.json
cse_dce/direct,measured,2,after,2026-09-15T09:41:21.936578+00:00,AC Power,87,6.46,3.95,3.59,owner_state/results/collect-20260915T094023087152Z/007-measured-02-cse_dce-direct-after.json
cse_dce/ssz,measured,2,before,2026-09-15T09:41:22.001809+00:00,AC Power,87,6.46,3.95,3.59,owner_state/results/collect-20260915T094023087152Z/008-measured-02-cse_dce-ssz-before.json
cse_dce/ssz,measured,2,after,2026-09-15T09:41:31.133253+00:00,AC Power,87,6.07,3.95,3.59,owner_state/results/collect-20260915T094023087152Z/008-measured-02-cse_dce-ssz-after.json
cse_dce/rlp,measured,2,before,2026-09-15T09:41:31.195725+00:00,AC Power,87,6.07,3.95,3.59,owner_state/results/collect-20260915T094023087152Z/009-measured-02-cse_dce-rlp-before.json
cse_dce/rlp,measured,2,after,2026-09-15T09:41:40.248041+00:00,AC Power,87,6.9,4.2,3.69,owner_state/results/collect-20260915T094023087152Z/009-measured-02-cse_dce-rlp-after.json
cse_dce/ssz,measured,3,before,2026-09-15T09:41:40.302909+00:00,AC Power,87,6.9,4.2,3.69,owner_state/results/collect-20260915T094023087152Z/010-measured-03-cse_dce-ssz-before.json
cse_dce/ssz,measured,3,after,2026-09-15T09:41:49.335757+00:00,AC Power,87,7.83,4.49,3.79,owner_state/results/collect-20260915T094023087152Z/010-measured-03-cse_dce-ssz-after.json
cse_dce/direct,measured,3,before,2026-09-15T09:41:49.401522+00:00,AC Power,87,7.83,4.49,3.79,owner_state/results/collect-20260915T094023087152Z/011-measured-03-cse_dce-direct-before.json
cse_dce/direct,measured,3,after,2026-09-15T09:41:57.635707+00:00,AC Power,87,7.68,4.51,3.81,owner_state/results/collect-20260915T094023087152Z/011-measured-03-cse_dce-direct-after.json
cse_dce/rlp,measured,3,before,2026-09-15T09:41:57.699036+00:00,AC Power,87,7.68,4.51,3.81,owner_state/results/collect-20260915T094023087152Z/012-measured-03-cse_dce-rlp-before.json
cse_dce/rlp,measured,3,after,2026-09-15T09:42:07.148584+00:00,AC Power,87,7.2,4.51,3.81,owner_state/results/collect-20260915T094023087152Z/012-measured-03-cse_dce-rlp-after.json
cse_dce/rlp,measured,4,before,2026-09-15T09:42:07.211523+00:00,AC Power,87,7.2,4.51,3.81,owner_state/results/collect-20260915T094023087152Z/013-measured-04-cse_dce-rlp-before.json
cse_dce/rlp,measured,4,after,2026-09-15T09:42:16.729594+00:00,AC Power,87,7.85,4.74,3.9,owner_state/results/collect-20260915T094023087152Z/013-measured-04-cse_dce-rlp-after.json
cse_dce/direct,measured,4,before,2026-09-15T09:42:16.793148+00:00,AC Power,87,7.85,4.74,3.9,owner_state/results/collect-20260915T094023087152Z/014-measured-04-cse_dce-direct-before.json
cse_dce/direct,measured,4,after,2026-09-15T09:42:25.031573+00:00,AC Power,87,7.99,4.88,3.96,owner_state/results/collect-20260915T094023087152Z/014-measured-04-cse_dce-direct-after.json
cse_dce/ssz,measured,4,before,2026-09-15T09:42:25.095191+00:00,AC Power,87,7.99,4.88,3.96,owner_state/results/collect-20260915T094023087152Z/015-measured-04-cse_dce-ssz-before.json
cse_dce/ssz,measured,4,after,2026-09-15T09:42:34.630764+00:00,AC Power,87,7.88,4.96,4.0,owner_state/results/collect-20260915T094023087152Z/015-measured-04-cse_dce-ssz-after.json
cse_dce/ssz,measured,5,before,2026-09-15T09:42:34.694117+00:00,AC Power,87,7.88,4.96,4.0,owner_state/results/collect-20260915T094023087152Z/016-measured-05-cse_dce-ssz-before.json
cse_dce/ssz,measured,5,after,2026-09-15T09:42:44.208711+00:00,AC Power,87,8.08,5.11,4.07,owner_state/results/collect-20260915T094023087152Z/016-measured-05-cse_dce-ssz-after.json
cse_dce/rlp,measured,5,before,2026-09-15T09:42:44.272253+00:00,AC Power,87,8.08,5.11,4.07,owner_state/results/collect-20260915T094023087152Z/017-measured-05-cse_dce-rlp-before.json
cse_dce/rlp,measured,5,after,2026-09-15T09:42:53.798026+00:00,AC Power,87,7.67,5.08,4.06,owner_state/results/collect-20260915T094023087152Z/017-measured-05-cse_dce-rlp-after.json
cse_dce/direct,measured,5,before,2026-09-15T09:42:53.861792+00:00,AC Power,87,7.67,5.08,4.06,owner_state/results/collect-20260915T094023087152Z/018-measured-05-cse_dce-direct-before.json
cse_dce/direct,measured,5,after,2026-09-15T09:43:02.123350+00:00,AC Power,87,7.83,5.19,4.11,owner_state/results/collect-20260915T094023087152Z/018-measured-05-cse_dce-direct-after.json
cse_dce/direct,measured,6,before,2026-09-15T09:43:02.187961+00:00,AC Power,87,7.83,5.19,4.11,owner_state/results/collect-20260915T094023087152Z/019-measured-06-cse_dce-direct-before.json
cse_dce/direct,measured,6,after,2026-09-15T09:43:10.809025+00:00,AC Power,87,8.04,5.33,4.17,owner_state/results/collect-20260915T094023087152Z/019-measured-06-cse_dce-direct-after.json
cse_dce/rlp,measured,6,before,2026-09-15T09:43:10.872986+00:00,AC Power,87,8.04,5.33,4.17,owner_state/results/collect-20260915T094023087152Z/020-measured-06-cse_dce-rlp-before.json
cse_dce/rlp,measured,6,after,2026-09-15T09:43:20.524391+00:00,AC Power,87,8.23,5.47,4.24,owner_state/results/collect-20260915T094023087152Z/020-measured-06-cse_dce-rlp-after.json
cse_dce/ssz,measured,6,before,2026-09-15T09:43:20.597544+00:00,AC Power,87,8.23,5.47,4.24,owner_state/results/collect-20260915T094023087152Z/021-measured-06-cse_dce-ssz-before.json
cse_dce/ssz,measured,6,after,2026-09-15T09:43:29.716615+00:00,AC Power,87,8.46,5.61,4.3,owner_state/results/collect-20260915T094023087152Z/021-measured-06-cse_dce-ssz-after.json
cse_dce/direct,measured,7,before,2026-09-15T09:43:29.779448+00:00,AC Power,87,8.46,5.61,4.3,owner_state/results/collect-20260915T094023087152Z/022-measured-07-cse_dce-direct-before.json
cse_dce/direct,measured,7,after,2026-09-15T09:43:37.615830+00:00,AC Power,87,8.98,5.77,4.36,owner_state/results/collect-20260915T094023087152Z/022-measured-07-cse_dce-direct-after.json
cse_dce/rlp,measured,7,before,2026-09-15T09:43:37.677594+00:00,AC Power,87,8.98,5.77,4.36,owner_state/results/collect-20260915T094023087152Z/023-measured-07-cse_dce-rlp-before.json
cse_dce/rlp,measured,7,after,2026-09-15T09:43:46.658377+00:00,AC Power,87,7.91,5.64,4.34,owner_state/results/collect-20260915T094023087152Z/023-measured-07-cse_dce-rlp-after.json
cse_dce/ssz,measured,7,before,2026-09-15T09:43:46.722365+00:00,AC Power,87,7.91,5.64,4.34,owner_state/results/collect-20260915T094023087152Z/024-measured-07-cse_dce-ssz-before.json
cse_dce/ssz,measured,7,after,2026-09-15T09:43:55.654498+00:00,AC Power,87,8.12,5.76,4.39,owner_state/results/collect-20260915T094023087152Z/024-measured-07-cse_dce-ssz-after.json
cse_dce/rlp,measured,8,before,2026-09-15T09:43:55.719186+00:00,AC Power,87,8.12,5.76,4.39,owner_state/results/collect-20260915T094023087152Z/025-measured-08-cse_dce-rlp-before.json
cse_dce/rlp,measured,8,after,2026-09-15T09:44:04.564265+00:00,AC Power,88,8.07,5.83,4.43,owner_state/results/collect-20260915T094023087152Z/025-measured-08-cse_dce-rlp-after.json
cse_dce/direct,measured,8,before,2026-09-15T09:44:04.626794+00:00,AC Power,88,8.07,5.83,4.43,owner_state/results/collect-20260915T094023087152Z/026-measured-08-cse_dce-direct-before.json
cse_dce/direct,measured,8,after,2026-09-15T09:44:12.367701+00:00,AC Power,88,8.38,5.93,4.48,owner_state/results/collect-20260915T094023087152Z/026-measured-08-cse_dce-direct-after.json
cse_dce/ssz,measured,8,before,2026-09-15T09:44:12.428877+00:00,AC Power,88,8.38,5.93,4.48,owner_state/results/collect-20260915T094023087152Z/027-measured-08-cse_dce-ssz-before.json
cse_dce/ssz,measured,8,after,2026-09-15T09:44:21.341907+00:00,AC Power,88,7.63,5.85,4.46,owner_state/results/collect-20260915T094023087152Z/027-measured-08-cse_dce-ssz-after.json
cse_dce/rlp,measured,9,before,2026-09-15T09:44:21.404280+00:00,AC Power,88,7.63,5.85,4.46,owner_state/results/collect-20260915T094023087152Z/028-measured-09-cse_dce-rlp-before.json
cse_dce/rlp,measured,9,after,2026-09-15T09:44:30.244525+00:00,AC Power,88,8.37,6.07,4.56,owner_state/results/collect-20260915T094023087152Z/028-measured-09-cse_dce-rlp-after.json
cse_dce/ssz,measured,9,before,2026-09-15T09:44:30.303201+00:00,AC Power,88,8.37,6.07,4.56,owner_state/results/collect-20260915T094023087152Z/029-measured-09-cse_dce-ssz-before.json
cse_dce/ssz,measured,9,after,2026-09-15T09:44:38.834384+00:00,AC Power,88,8.58,6.15,4.6,owner_state/results/collect-20260915T094023087152Z/029-measured-09-cse_dce-ssz-after.json
cse_dce/direct,measured,9,before,2026-09-15T09:44:38.903483+00:00,AC Power,88,8.58,6.15,4.6,owner_state/results/collect-20260915T094023087152Z/030-measured-09-cse_dce-direct-before.json
cse_dce/direct,measured,9,after,2026-09-15T09:44:46.853433+00:00,AC Power,88,8.03,6.11,4.6,owner_state/results/collect-20260915T094023087152Z/030-measured-09-cse_dce-direct-after.json
cse_dce/ssz,measured,10,before,2026-09-15T09:44:46.914677+00:00,AC Power,88,8.03,6.11,4.6,owner_state/results/collect-20260915T094023087152Z/031-measured-10-cse_dce-ssz-before.json
cse_dce/ssz,measured,10,after,2026-09-15T09:44:55.990571+00:00,AC Power,88,7.57,6.07,4.6,owner_state/results/collect-20260915T094023087152Z/031-measured-10-cse_dce-ssz-after.json
cse_dce/direct,measured,10,before,2026-09-15T09:44:56.059335+00:00,AC Power,88,7.57,6.07,4.6,owner_state/results/collect-20260915T094023087152Z/032-measured-10-cse_dce-direct-before.json
cse_dce/direct,measured,10,after,2026-09-15T09:45:03.850970+00:00,AC Power,88,8.41,6.27,4.68,owner_state/results/collect-20260915T094023087152Z/032-measured-10-cse_dce-direct-after.json
cse_dce/rlp,measured,10,before,2026-09-15T09:45:03.911222+00:00,AC Power,88,8.41,6.27,4.68,owner_state/results/collect-20260915T094023087152Z/033-measured-10-cse_dce-rlp-before.json
cse_dce/rlp,measured,10,after,2026-09-15T09:45:12.923740+00:00,AC Power,88,9.04,6.48,4.77,owner_state/results/collect-20260915T094023087152Z/033-measured-10-cse_dce-rlp-after.json
cse_dce/ssz,measured,11,before,2026-09-15T09:45:12.994748+00:00,AC Power,88,9.04,6.48,4.77,owner_state/results/collect-20260915T094023087152Z/034-measured-11-cse_dce-ssz-before.json
cse_dce/ssz,measured,11,after,2026-09-15T09:45:21.644002+00:00,AC Power,88,8.18,6.38,4.76,owner_state/results/collect-20260915T094023087152Z/034-measured-11-cse_dce-ssz-after.json
cse_dce/rlp,measured,11,before,2026-09-15T09:45:21.704299+00:00,AC Power,88,8.18,6.38,4.76,owner_state/results/collect-20260915T094023087152Z/035-measured-11-cse_dce-rlp-before.json
cse_dce/rlp,measured,11,after,2026-09-15T09:45:30.468174+00:00,AC Power,88,7.76,6.35,4.76,owner_state/results/collect-20260915T094023087152Z/035-measured-11-cse_dce-rlp-after.json
cse_dce/direct,measured,11,before,2026-09-15T09:45:30.529731+00:00,AC Power,88,7.76,6.35,4.76,owner_state/results/collect-20260915T094023087152Z/036-measured-11-cse_dce-direct-before.json
cse_dce/direct,measured,11,after,2026-09-15T09:45:37.838426+00:00,AC Power,88,8.1,6.44,4.81,owner_state/results/collect-20260915T094023087152Z/036-measured-11-cse_dce-direct-after.json
cse_dce/direct,measured,12,before,2026-09-15T09:45:37.901495+00:00,AC Power,88,8.1,6.44,4.81,owner_state/results/collect-20260915T094023087152Z/037-measured-12-cse_dce-direct-before.json
cse_dce/direct,measured,12,after,2026-09-15T09:45:45.263560+00:00,AC Power,88,7.46,6.36,4.8,owner_state/results/collect-20260915T094023087152Z/037-measured-12-cse_dce-direct-after.json
cse_dce/ssz,measured,12,before,2026-09-15T09:45:45.320533+00:00,AC Power,88,7.46,6.36,4.8,owner_state/results/collect-20260915T094023087152Z/038-measured-12-cse_dce-ssz-before.json
cse_dce/ssz,measured,12,after,2026-09-15T09:45:53.715547+00:00,AC Power,88,8.22,6.54,4.87,owner_state/results/collect-20260915T094023087152Z/038-measured-12-cse_dce-ssz-after.json
cse_dce/rlp,measured,12,before,2026-09-15T09:45:53.775969+00:00,AC Power,88,8.22,6.54,4.87,owner_state/results/collect-20260915T094023087152Z/039-measured-12-cse_dce-rlp-before.json
cse_dce/rlp,measured,12,after,2026-09-15T09:46:02.209104+00:00,AC Power,88,8.73,6.7,4.94,owner_state/results/collect-20260915T094023087152Z/039-measured-12-cse_dce-rlp-after.json
cse_dce/rlp,measured,13,before,2026-09-15T09:46:02.267683+00:00,AC Power,88,8.73,6.7,4.94,owner_state/results/collect-20260915T094023087152Z/040-measured-13-cse_dce-rlp-before.json
cse_dce/rlp,measured,13,after,2026-09-15T09:46:10.886432+00:00,AC Power,88,8.48,6.71,4.97,owner_state/results/collect-20260915T094023087152Z/040-measured-13-cse_dce-rlp-after.json
cse_dce/direct,measured,13,before,2026-09-15T09:46:10.953495+00:00,AC Power,88,8.48,6.71,4.97,owner_state/results/collect-20260915T094023087152Z/041-measured-13-cse_dce-direct-before.json
cse_dce/direct,measured,13,after,2026-09-15T09:46:18.473249+00:00,AC Power,88,9.24,6.9,5.04,owner_state/results/collect-20260915T094023087152Z/041-measured-13-cse_dce-direct-after.json
cse_dce/ssz,measured,13,before,2026-09-15T09:46:18.543785+00:00,AC Power,88,9.24,6.9,5.04,owner_state/results/collect-20260915T094023087152Z/042-measured-13-cse_dce-ssz-before.json
cse_dce/ssz,measured,13,after,2026-09-15T09:46:27.468704+00:00,AC Power,88,9.08,6.93,5.08,owner_state/results/collect-20260915T094023087152Z/042-measured-13-cse_dce-ssz-after.json
cse_dce/direct,measured,14,before,2026-09-15T09:46:27.549004+00:00,AC Power,88,9.08,6.93,5.08,owner_state/results/collect-20260915T094023087152Z/043-measured-14-cse_dce-direct-before.json
cse_dce/direct,measured,14,after,2026-09-15T09:46:35.192720+00:00,AC Power,88,9.84,7.17,5.18,owner_state/results/collect-20260915T094023087152Z/043-measured-14-cse_dce-direct-after.json
cse_dce/rlp,measured,14,before,2026-09-15T09:46:35.256713+00:00,AC Power,88,9.84,7.17,5.18,owner_state/results/collect-20260915T094023087152Z/044-measured-14-cse_dce-rlp-before.json
cse_dce/rlp,measured,14,after,2026-09-15T09:46:43.977753+00:00,AC Power,88,10.09,7.26,5.23,owner_state/results/collect-20260915T094023087152Z/044-measured-14-cse_dce-rlp-after.json
cse_dce/ssz,measured,14,before,2026-09-15T09:46:44.043515+00:00,AC Power,88,10.09,7.26,5.23,owner_state/results/collect-20260915T094023087152Z/045-measured-14-cse_dce-ssz-before.json
cse_dce/ssz,measured,14,after,2026-09-15T09:46:52.726834+00:00,AC Power,88,10.04,7.34,5.28,owner_state/results/collect-20260915T094023087152Z/045-measured-14-cse_dce-ssz-after.json
cse_dce/ssz,measured,15,before,2026-09-15T09:46:52.790238+00:00,AC Power,88,10.04,7.34,5.28,owner_state/results/collect-20260915T094023087152Z/046-measured-15-cse_dce-ssz-before.json
cse_dce/ssz,measured,15,after,2026-09-15T09:47:01.453099+00:00,AC Power,88,9.03,7.21,5.26,owner_state/results/collect-20260915T094023087152Z/046-measured-15-cse_dce-ssz-after.json
cse_dce/rlp,measured,15,before,2026-09-15T09:47:01.516971+00:00,AC Power,88,9.03,7.21,5.26,owner_state/results/collect-20260915T094023087152Z/047-measured-15-cse_dce-rlp-before.json
cse_dce/rlp,measured,15,after,2026-09-15T09:47:10.233418+00:00,AC Power,88,8.99,7.27,5.3,owner_state/results/collect-20260915T094023087152Z/047-measured-15-cse_dce-rlp-after.json
cse_dce/direct,measured,15,before,2026-09-15T09:47:10.296664+00:00,AC Power,88,8.99,7.27,5.3,owner_state/results/collect-20260915T094023087152Z/048-measured-15-cse_dce-direct-before.json
cse_dce/direct,measured,15,after,2026-09-15T09:47:17.795919+00:00,AC Power,88,9.23,7.35,5.34,owner_state/results/collect-20260915T094023087152Z/048-measured-15-cse_dce-direct-after.json
cse_dce/ssz,measured,16,before,2026-09-15T09:47:17.859694+00:00,AC Power,88,9.23,7.35,5.34,owner_state/results/collect-20260915T094023087152Z/049-measured-16-cse_dce-ssz-before.json
cse_dce/ssz,measured,16,after,2026-09-15T09:47:26.598126+00:00,AC Power,88,8.35,7.22,5.32,owner_state/results/collect-20260915T094023087152Z/049-measured-16-cse_dce-ssz-after.json
cse_dce/direct,measured,16,before,2026-09-15T09:47:26.665121+00:00,AC Power,88,8.35,7.22,5.32,owner_state/results/collect-20260915T094023087152Z/050-measured-16-cse_dce-direct-before.json
cse_dce/direct,measured,16,after,2026-09-15T09:47:34.192370+00:00,AC Power,88,8.24,7.22,5.33,owner_state/results/collect-20260915T094023087152Z/050-measured-16-cse_dce-direct-after.json
cse_dce/rlp,measured,16,before,2026-09-15T09:47:34.259978+00:00,AC Power,88,7.82,7.15,5.31,owner_state/results/collect-20260915T094023087152Z/051-measured-16-cse_dce-rlp-before.json
cse_dce/rlp,measured,16,after,2026-09-15T09:47:42.879747+00:00,AC Power,88,8.15,7.23,5.35,owner_state/results/collect-20260915T094023087152Z/051-measured-16-cse_dce-rlp-after.json
cse_dce/direct,measured,17,before,2026-09-15T09:47:42.938943+00:00,AC Power,88,8.15,7.23,5.35,owner_state/results/collect-20260915T094023087152Z/052-measured-17-cse_dce-direct-before.json
cse_dce/direct,measured,17,after,2026-09-15T09:47:50.153824+00:00,AC Power,88,8.08,7.24,5.38,owner_state/results/collect-20260915T094023087152Z/052-measured-17-cse_dce-direct-after.json
cse_dce/ssz,measured,17,before,2026-09-15T09:47:50.214034+00:00,AC Power,88,8.08,7.24,5.38,owner_state/results/collect-20260915T094023087152Z/053-measured-17-cse_dce-ssz-before.json
cse_dce/ssz,measured,17,after,2026-09-15T09:47:58.654758+00:00,AC Power,88,8.47,7.33,5.42,owner_state/results/collect-20260915T094023087152Z/053-measured-17-cse_dce-ssz-after.json
cse_dce/rlp,measured,17,before,2026-09-15T09:47:58.712877+00:00,AC Power,88,8.47,7.33,5.42,owner_state/results/collect-20260915T094023087152Z/054-measured-17-cse_dce-rlp-before.json
cse_dce/rlp,measured,17,after,2026-09-15T09:48:07.139486+00:00,AC Power,88,8.8,7.44,5.48,owner_state/results/collect-20260915T094023087152Z/054-measured-17-cse_dce-rlp-after.json
cse_dce/rlp,measured,18,before,2026-09-15T09:48:07.195869+00:00,AC Power,88,8.8,7.44,5.48,owner_state/results/collect-20260915T094023087152Z/055-measured-18-cse_dce-rlp-before.json
cse_dce/rlp,measured,18,after,2026-09-15T09:48:15.606964+00:00,AC Power,88,8.72,7.47,5.51,owner_state/results/collect-20260915T094023087152Z/055-measured-18-cse_dce-rlp-after.json
cse_dce/ssz,measured,18,before,2026-09-15T09:48:15.666195+00:00,AC Power,88,8.72,7.47,5.51,owner_state/results/collect-20260915T094023087152Z/056-measured-18-cse_dce-ssz-before.json
cse_dce/ssz,measured,18,after,2026-09-15T09:48:24.197218+00:00,AC Power,88,9.46,7.64,5.59,owner_state/results/collect-20260915T094023087152Z/056-measured-18-cse_dce-ssz-after.json
cse_dce/direct,measured,18,before,2026-09-15T09:48:24.261862+00:00,AC Power,88,8.86,7.55,5.56,owner_state/results/collect-20260915T094023087152Z/057-measured-18-cse_dce-direct-before.json
cse_dce/direct,measured,18,after,2026-09-15T09:48:31.361332+00:00,AC Power,88,8.31,7.46,5.54,owner_state/results/collect-20260915T094023087152Z/057-measured-18-cse_dce-direct-after.json
cse_dce/direct,measured,19,before,2026-09-15T09:48:31.422790+00:00,AC Power,88,8.31,7.46,5.54,owner_state/results/collect-20260915T094023087152Z/058-measured-19-cse_dce-direct-before.json
cse_dce/direct,measured,19,after,2026-09-15T09:48:38.550058+00:00,AC Power,88,9.09,7.63,5.62,owner_state/results/collect-20260915T094023087152Z/058-measured-19-cse_dce-direct-after.json
cse_dce/ssz,measured,19,before,2026-09-15T09:48:38.609727+00:00,AC Power,88,9.09,7.63,5.62,owner_state/results/collect-20260915T094023087152Z/059-measured-19-cse_dce-ssz-before.json
cse_dce/ssz,measured,19,after,2026-09-15T09:48:47.079118+00:00,AC Power,88,8.07,7.46,5.58,owner_state/results/collect-20260915T094023087152Z/059-measured-19-cse_dce-ssz-after.json
cse_dce/rlp,measured,19,before,2026-09-15T09:48:47.138546+00:00,AC Power,88,8.07,7.46,5.58,owner_state/results/collect-20260915T094023087152Z/060-measured-19-cse_dce-rlp-before.json
cse_dce/rlp,measured,19,after,2026-09-15T09:48:55.725492+00:00,AC Power,88,8.32,7.53,5.63,owner_state/results/collect-20260915T094023087152Z/060-measured-19-cse_dce-rlp-after.json
cse_dce/rlp,measured,20,before,2026-09-15T09:48:55.792506+00:00,AC Power,88,8.32,7.53,5.63,owner_state/results/collect-20260915T094023087152Z/061-measured-20-cse_dce-rlp-before.json
cse_dce/rlp,measured,20,after,2026-09-15T09:49:04.283582+00:00,AC Power,88,8.01,7.5,5.64,owner_state/results/collect-20260915T094023087152Z/061-measured-20-cse_dce-rlp-after.json
cse_dce/ssz,measured,20,before,2026-09-15T09:49:04.344921+00:00,AC Power,88,8.01,7.5,5.64,owner_state/results/collect-20260915T094023087152Z/062-measured-20-cse_dce-ssz-before.json
cse_dce/ssz,measured,20,after,2026-09-15T09:49:13.004936+00:00,AC Power,88,8.89,7.69,5.71,owner_state/results/collect-20260915T094023087152Z/062-measured-20-cse_dce-ssz-after.json
cse_dce/direct,measured,20,before,2026-09-15T09:49:13.073505+00:00,AC Power,88,8.89,7.69,5.71,owner_state/results/collect-20260915T094023087152Z/063-measured-20-cse_dce-direct-before.json
cse_dce/direct,measured,20,after,2026-09-15T09:49:20.491664+00:00,AC Power,88,9.52,7.86,5.8,owner_state/results/collect-20260915T094023087152Z/063-measured-20-cse_dce-direct-after.json
cse_dce/ssz,measured,21,before,2026-09-15T09:49:20.558421+00:00,AC Power,88,9.52,7.86,5.8,owner_state/results/collect-20260915T094023087152Z/064-measured-21-cse_dce-ssz-before.json
cse_dce/ssz,measured,21,after,2026-09-15T09:49:29.260837+00:00,AC Power,88,10.04,8.0,5.86,owner_state/results/collect-20260915T094023087152Z/064-measured-21-cse_dce-ssz-after.json
cse_dce/direct,measured,21,before,2026-09-15T09:49:29.325511+00:00,AC Power,88,9.55,7.93,5.85,owner_state/results/collect-20260915T094023087152Z/065-measured-21-cse_dce-direct-before.json
cse_dce/direct,measured,21,after,2026-09-15T09:49:36.763955+00:00,AC Power,88,9.27,7.9,5.85,owner_state/results/collect-20260915T094023087152Z/065-measured-21-cse_dce-direct-after.json
cse_dce/rlp,measured,21,before,2026-09-15T09:49:36.828971+00:00,AC Power,88,9.27,7.9,5.85,owner_state/results/collect-20260915T094023087152Z/066-measured-21-cse_dce-rlp-before.json
cse_dce/rlp,measured,21,after,2026-09-15T09:49:45.672689+00:00,AC Power,88,8.14,7.7,5.8,owner_state/results/collect-20260915T094023087152Z/066-measured-21-cse_dce-rlp-after.json
cse_dce/direct,measured,22,before,2026-09-15T09:49:45.737750+00:00,AC Power,88,8.14,7.7,5.8,owner_state/results/collect-20260915T094023087152Z/067-measured-22-cse_dce-direct-before.json
cse_dce/direct,measured,22,after,2026-09-15T09:49:53.195882+00:00,AC Power,88,7.81,7.64,5.79,owner_state/results/collect-20260915T094023087152Z/067-measured-22-cse_dce-direct-after.json
cse_dce/rlp,measured,22,before,2026-09-15T09:49:53.259735+00:00,AC Power,88,7.81,7.64,5.79,owner_state/results/collect-20260915T094023087152Z/068-measured-22-cse_dce-rlp-before.json
cse_dce/rlp,measured,22,after,2026-09-15T09:50:02.043900+00:00,AC Power,88,6.84,7.44,5.74,owner_state/results/collect-20260915T094023087152Z/068-measured-22-cse_dce-rlp-after.json
cse_dce/ssz,measured,22,before,2026-09-15T09:50:02.109269+00:00,AC Power,88,6.84,7.44,5.74,owner_state/results/collect-20260915T094023087152Z/069-measured-22-cse_dce-ssz-before.json
cse_dce/ssz,measured,22,after,2026-09-15T09:50:10.906619+00:00,AC Power,88,7.37,7.52,5.79,owner_state/results/collect-20260915T094023087152Z/069-measured-22-cse_dce-ssz-after.json
cse_dce/rlp,measured,23,before,2026-09-15T09:50:10.972794+00:00,AC Power,88,7.37,7.52,5.79,owner_state/results/collect-20260915T094023087152Z/070-measured-23-cse_dce-rlp-before.json
cse_dce/rlp,measured,23,after,2026-09-15T09:50:19.799845+00:00,AC Power,88,7.51,7.55,5.82,owner_state/results/collect-20260915T094023087152Z/070-measured-23-cse_dce-rlp-after.json
cse_dce/direct,measured,23,before,2026-09-15T09:50:19.874595+00:00,AC Power,88,7.51,7.55,5.82,owner_state/results/collect-20260915T094023087152Z/071-measured-23-cse_dce-direct-before.json
cse_dce/direct,measured,23,after,2026-09-15T09:50:27.171306+00:00,AC Power,88,7.15,7.48,5.8,owner_state/results/collect-20260915T094023087152Z/071-measured-23-cse_dce-direct-after.json
